,time,exchange,symbol,amount,volume,number_trades,amount_buy,volume_buy,number_trades_buy
0,2022-11-01T00:00:00.000000,binance-futures,ETHUSDT,10583.358000000186,16633732.58714,6854,4840.2699999999695,7608899.180939983,2552
1,2022-11-01T00:01:00.000000,binance-futures,ETHUSDT,10333.47800000028,16220975.643320018,7146,3776.753999999967,5928170.515999985,2624
2,2022-11-01T00:02:00.000000,binance-futures,ETHUSDT,7475.7479999999105,11740556.681120118,4530,4617.325999999958,7251429.484800003,2026
3,2022-11-01T00:03:00.000000,binance-futures,ETHUSDT,7473.619999999928,11738129.73605998,6060,3750.677999999956,5891590.937899985,3084
4,2022-11-01T00:04:00.000000,binance-futures,ETHUSDT,4271.047999999934,6712027.070240013,4242,2172.141999999976,3414043.6230199984,1982
5,2022-11-01T00:05:00.000000,binance-futures,ETHUSDT,5790.391999999903,9092479.83929996,5464,2483.931999999963,3900064.926240004,2148
6,2022-11-01T00:06:00.000000,binance-futures,ETHUSDT,8553.684000000061,13420772.31421996,5360,3010.1959999999644,4722697.516520005,2120
7,2022-11-01T00:07:00.000000,binance-futures,ETHUSDT,4513.939999999962,7084137.218539974,3110,1408.9339999999966,2211462.8149399976,1184
8,2022-11-01T00:08:00.000000,binance-futures,ETHUSDT,3665.557999999956,5754364.222579998,3034,2386.2899999999854,3745778.32892,1784
9,2022-11-01T00:09:00.000000,binance-futures,ETHUSDT,2076.583999999964,3261868.1065399884,2838,1009.0240000000032,1584799.4009400012,1410
10,2022-11-01T00:10:00.000000,binance-futures,ETHUSDT,4412.291999999949,6930717.357979991,3238,3166.707999999981,4974335.7489,1672
11,2022-11-01T00:11:00.000000,binance-futures,ETHUSDT,4523.319999999971,7104704.03016002,2456,1300.5459999999966,2042750.6982600011,928
12,2022-11-01T00:12:00.000000,binance-futures,ETHUSDT,18911.46600000071,29761984.327080145,9456,13391.734000000211,21072211.517740134,6508
13,2022-11-01T00:13:00.000000,binance-futures,ETHUSDT,15640.162000000462,24630132.685040116,7344,8632.044000000033,13594501.679679977,4172
14,2022-11-01T00:14:00.000000,binance-futures,ETHUSDT,8128.189999999984,12791701.069299992,3644,2510.485999999981,3950711.6919399938,1768
15,2022-11-01T00:15:00.000000,binance-futures,ETHUSDT,4084.3399999999406,6427232.495739994,4118,1808.4579999999837,2845783.936359996,2026
16,2022-11-01T00:16:00.000000,binance-futures,ETHUSDT,8878.48399999996,13975325.748900063,3926,4828.919999999959,7601272.812979984,2284
17,2022-11-01T00:17:00.000000,binance-futures,ETHUSDT,4964.465999999956,7808165.089600003,3214,1166.525999999997,1834531.4886799983,1308
18,2022-11-01T00:18:00.000000,binance-futures,ETHUSDT,2809.467999999961,4417866.890520002,2954,1286.4659999999897,2022983.7715800004,1136
19,2022-11-01T00:19:00.000000,binance-futures,ETHUSDT,1544.8299999999922,2428739.5488999947,1596,932.5220000000004,1466122.0471000017,684
20,2022-11-01T00:20:00.000000,binance-futures,ETHUSDT,5758.68799999997,9056173.232859995,3540,2554.9899999999816,4018732.352099995,2104
21,2022-11-01T00:21:00.000000,binance-futures,ETHUSDT,1096.9839999999988,1725662.0945200014,1712,510.5820000000004,803159.8796600009,684
22,2022-11-01T00:22:00.000000,binance-futures,ETHUSDT,2558.07199999997,4022470.981759996,2656,1574.8539999999932,2476507.55762,1332
23,2022-11-01T00:23:00.000000,binance-futures,ETHUSDT,1856.135999999977,2918580.14682,2104,594.0620000000018,934028.8502400008,832
24,2022-11-01T00:24:00.000000,binance-futures,ETHUSDT,2648.42999999996,4164140.5518599977,2706,1122.8339999999964,1765706.3012799963,1104
25,2022-11-01T00:25:00.000000,binance-futures,ETHUSDT,19331.30600000082,30356467.202359952,8596,11219.928000000204,17618136.492459975,4018
26,2022-11-01T00:26:00.000000,binance-futures,ETHUSDT,3880.92799999998,6093632.973719988,2566,1188.148,1865470.695960001,1102
27,2022-11-01T00:27:00.000000,binance-futures,ETHUSDT,2728.669999999961,4286884.99204,2570,1483.5719999999887,2330655.897580001,1502
28,2022-11-01T00:28:00.000000,binance-futures,ETHUSDT,7780.689999999954,12219390.42171997,3308,1674.3379999999834,2629263.15552,1366
29,2022-11-01T00:29:00.000000,binance-futures,ETHUSDT,2814.2199999999657,4419390.315019999,2664,1552.7979999999934,2438356.711840002,1004
30,2022-11-01T00:30:00.000000,binance-futures,ETHUSDT,6986.17999999991,10970452.654119978,5416,3904.321999999974,6130611.182179979,2284
