,time,exchange,symbol,amount,volume,number_trades,amount_buy,volume_buy,number_trades_buy
0,2022-09-21T00:00:00.000000,okex-swap,BTC-USDT-SWAP,75.72000000000006,1429322.3580000007,454,49.17999999999999,928394.1,202
1,2022-09-21T00:01:00.000000,okex-swap,BTC-USDT-SWAP,143.32000000000025,2701878.221999996,676,38.49999999999999,725605.6140000003,164
2,2022-09-21T00:02:00.000000,okex-swap,BTC-USDT-SWAP,243.7199999999999,4598220.723999991,1076,106.62,2011221.949999999,566
3,2022-09-21T00:03:00.000000,okex-swap,BTC-USDT-SWAP,133.94000000000037,2531299.3459999994,786,83.86000000000008,1584795.986,508
4,2022-09-21T00:04:00.000000,okex-swap,BTC-USDT-SWAP,197.58000000000013,3739285.040000007,998,126.46000000000012,2393278.0420000013,624
5,2022-09-21T00:05:00.000000,okex-swap,BTC-USDT-SWAP,127.16000000000015,2404441.2540000007,646,37.21999999999999,703668.3699999996,210
6,2022-09-21T00:06:00.000000,okex-swap,BTC-USDT-SWAP,80.30000000000011,1517993.2399999995,546,16.75999999999999,316845.654,178
7,2022-09-21T00:07:00.000000,okex-swap,BTC-USDT-SWAP,29.74,562308.8059999999,340,15.07999999999999,285110.114,190
8,2022-09-21T00:08:00.000000,okex-swap,BTC-USDT-SWAP,46.760000000000005,883927.4340000001,368,20.39999999999999,385554.4780000001,154
9,2022-09-21T00:09:00.000000,okex-swap,BTC-USDT-SWAP,60.979999999999954,1153298.1599999992,366,37.259999999999984,704698.3640000002,224
10,2022-09-21T00:10:00.000000,okex-swap,BTC-USDT-SWAP,289.3399999999997,5481399.015999989,1042,240.9400000000001,4564327.957999998,764
11,2022-09-21T00:11:00.000000,okex-swap,BTC-USDT-SWAP,110.84000000000044,2099257.9420000017,712,36.97999999999997,700423.6600000001,222
12,2022-09-21T00:12:00.000000,okex-swap,BTC-USDT-SWAP,73.38000000000017,1390462.2420000017,658,30.859999999999985,584716.5019999999,296
13,2022-09-21T00:13:00.000000,okex-swap,BTC-USDT-SWAP,52.99999999999993,1004074.2660000002,320,26.21999999999997,496774.07400000014,170
14,2022-09-21T00:14:00.000000,okex-swap,BTC-USDT-SWAP,135.38000000000014,2564963.515999997,602,83.61999999999993,1584306.958,336
15,2022-09-21T00:15:00.000000,okex-swap,BTC-USDT-SWAP,98.92000000000029,1873301.6800000009,606,17.43999999999999,330275.16400000005,156
16,2022-09-21T00:16:00.000000,okex-swap,BTC-USDT-SWAP,259.26,4902794.178000011,1316,71.58000000000004,1353543.9540000006,380
17,2022-09-21T00:17:00.000000,okex-swap,BTC-USDT-SWAP,196.1999999999999,3704075.8,1102,54.46,1027769.9340000004,296
18,2022-09-21T00:18:00.000000,okex-swap,BTC-USDT-SWAP,115.84000000000052,2187493.762000001,710,70.5,1331182.2339999997,454
19,2022-09-21T00:19:00.000000,okex-swap,BTC-USDT-SWAP,120.54000000000048,2280025.086,684,72.44000000000001,1370358.504000001,442
20,2022-09-21T00:20:00.000000,okex-swap,BTC-USDT-SWAP,220.48000000000013,4178091.481999996,1140,110.24,2089027.1620000012,508
21,2022-09-21T00:21:00.000000,okex-swap,BTC-USDT-SWAP,147.48000000000053,2792455.450000004,754,64.14000000000003,1214444.7179999994,296
22,2022-09-21T00:22:00.000000,okex-swap,BTC-USDT-SWAP,124.72000000000034,2359968.113999999,520,28.739999999999966,543885.3420000004,208
23,2022-09-21T00:23:00.000000,okex-swap,BTC-USDT-SWAP,36.80000000000002,696010.1079999998,290,24.87999999999999,470567.9000000001,162
24,2022-09-21T00:24:00.000000,okex-swap,BTC-USDT-SWAP,58.320000000000014,1103516.7499999993,416,33.919999999999966,641812.3840000005,254
25,2022-09-21T00:25:00.000000,okex-swap,BTC-USDT-SWAP,65.26000000000015,1234409.8999999978,410,33.8,639260.9999999997,198
26,2022-09-21T00:26:00.000000,okex-swap,BTC-USDT-SWAP,50.33999999999999,952692.052,358,37.56,710814.0259999998,212
27,2022-09-21T00:27:00.000000,okex-swap,BTC-USDT-SWAP,61.84000000000001,1170180.5280000004,316,17.95999999999999,339876.398,94
28,2022-09-21T00:28:00.000000,okex-swap,BTC-USDT-SWAP,29.580000000000044,560012.87,238,19.15999999999999,362708.6940000001,128
29,2022-09-21T00:29:00.000000,okex-swap,BTC-USDT-SWAP,66.82,1265193.3519999993,368,41.72,790041.6,224
30,2022-09-21T00:30:00.000000,okex-swap,BTC-USDT-SWAP,43.340000000000025,820773.2079999999,256,24.63999999999998,466648.208,138
31,2022-09-21T00:31:00.000000,okex-swap,BTC-USDT-SWAP,74.00000000000013,1400060.9700000004,490,40.919999999999966,774140.1940000003,240
32,2022-09-21T00:32:00.000000,okex-swap,BTC-USDT-SWAP,42.44000000000002,802726.2900000006,286,20.559999999999985,388880.122,166
33,2022-09-21T00:33:00.000000,okex-swap,BTC-USDT-SWAP,80.84000000000019,1527734.6200000008,494,36.439999999999976,688897.246,214
34,2022-09-21T00:34:00.000000,okex-swap,BTC-USDT-SWAP,239.0599999999996,4510269.922000002,1194,134.97999999999996,2546211.6900000004,672
35,2022-09-21T00:35:00.000000,okex-swap,BTC-USDT-SWAP,184.88,3488327.8339999984,996,134.83999999999986,2544472.1800000025,674
36,2022-09-21T00:36:00.000000,okex-swap,BTC-USDT-SWAP,70.72000000000004,1335702.8639999982,450,41.73999999999999,788325.9840000003,248
37,2022-09-21T00:37:00.000000,okex-swap,BTC-USDT-SWAP,62.39999999999987,1178218.5699999975,548,25.119999999999955,474174.092,196
38,2022-09-21T00:38:00.000000,okex-swap,BTC-USDT-SWAP,71.62000000000009,1352277.0379999997,542,44.33999999999998,837247.9700000008,350
